Ano;Departamento;gabinete;sector;subsector;institucion;proyecto;monto;
2024;SANTA BARBARA;No Aplica; AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Secretaría de Agricultura y Ganadería;PROYECTO INTEGRAL DE DESARROLLO RURAL Y PRODUCTIVIDAD;43881735.000000000000000000000000000000;
2024;SANTA BARBARA;No Aplica; AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Banco Nacional de Desarrollo Agrícola;Programa de Crédito para la Agroindustria y Cajas Rurales;38519024.000000100000000000000000000000;
2024;SANTA BARBARA;No Aplica; COMUNICACIONES Y ENERGIA;TRANSPORTE Y OBRAS PUBLICAS;Fondo Hondureño de Inversión Social;Proyecto Recuperación de Emergencia a Causa de Ciclones Tropicales Eta e Iota en Honduras.;12538100.000000000000000000000000000000;
2024;VALLE;No Aplica; COMUNICACIONES Y ENERGIA;COMUNICACIONES;Comisión Nacional de Telecomunicaciones;Fortalecimiento Institucional, Ampliación y Modernización de las Capacidades Técnicas y Logísticas de CONATEL a nivel Nacional;2270908.000000000000000000000000000000;
2024;VALLE;No Aplica; PROMOCION Y PROTECCION HUMANA;EDUCACION;Fondo Hondureño de Inversión Social;PROGRAMA DE MEJORAMIENTO INTEGRAL DE LA INFRAESTRUCTURA Y FORMACION EDUCATIVA EN HONDURAS;8257565.000000000000000000000000000000;
2024;VALLE;No Aplica; PROMOCION Y PROTECCION HUMANA;EDUCACION;Secretaría de Gobernación, Justicia y Descentralización;Construcción y Reconstrucción de Centros Escolares a nivel nacional;21015981.000000000000000000000000000000;
2024;VALLE;No Aplica; PROMOCION Y PROTECCION HUMANA;EDUCACION;Secretaría de Educación;MEJORAMIENTO DE LA CALIDAD EN LA EDUCACIÓN PREBÁSICA EN HONDURAS;12366486.000000000000000000000000000000;
2024;VALLE;No Aplica; PROMOCION Y PROTECCION HUMANA;EDUCACION;Secretaría de Educación;PROGRAMA DE RECONSTRUCCIÓN, AMPLIACIÓN Y REHABILITACIÓN DE INFRAESTRUCTURA EDUCATIVA E IMPLEMENTACIÓN DE HUERTOS ESCOLARES PRODUCTIVOS EN CENTROS EDUCATIVOS DE HONDURAS, FASE I.;6635939.000000000000000000000000000000;
2024;VALLE;No Aplica; FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;Servicio de Administración de Rentas;Fortalecimiento Institucional y Operativo de la Administración Tributaria;54189.000000000000000000000000000000;
2024;VALLE;No Aplica; FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;Registro Nacional de las Personas;Proyecto de Documento de Identificación Nacional para Menores;11964079.000000000000000000000000000000;
2024;VALLE;No Aplica; FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;Administración Aduanera de Honduras;PROYECTO DE FORTALECIMIENTO INSTITUCIONAL Y OPERATIVO DE LA ADMINISTRACIÓN ADUANERA;14523192.000000000000000000000000000000;
2024;VALLE;No Aplica; FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;Instituto Nacional de Estadísticas;PROGRAMA DE APOYO AL CENSO DE POBLACIÓN Y VIVIENDA Y FORTALECIMIENTO DEL SISTEMA ESTADÍSTICO NACIONAL;18091911.000000000000000000000000000000;
2024;VALLE;No Aplica; PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Programa de la Red Solidaria;FINANCIAMIENTO ADICIONAL AL PROYECTO DE INTEGRACIÓN DE LA PROTECCIÓN SOCIAL;14240000.000000000000000000000000000000;
2024;VALLE;No Aplica; PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Programa de la Red Solidaria;PROGRAMA DE PROTECCIÓN SOCIAL (TRANSFERENCIAS MONETARIAS CONDICIONADAS) ;35030692.000000000000000000000000000000;
2024;VALLE;No Aplica; PROMOCION Y PROTECCION HUMANA;SALUD;Secretaría de Salud;PROYECTO DE RESPUESTA A EMERGENCIA HONDURAS COVID-19;114223.000000000000000000000000000000;
2024;VALLE;No Aplica; PROMOCION Y PROTECCION HUMANA;SALUD;Secretaría de Salud;PROYECTO DE SERVICIOS ESENCIALES DE SALUD Y PREPARACIÓN ANTE EMERGENCIA;13550252.000000000000000000000000000000;
2024;VALLE;No Aplica; AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Secretaría de Agricultura y Ganadería;PROYECTO DE SEGURIDAD HIDRICA EN EL CORREDOR SECO DE HONDURAS;14268666.000000000000000000000000000000;
2024;VALLE;No Aplica; AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Banco Nacional de Desarrollo Agrícola;Programa de Crédito para la Agroindustria y Cajas Rurales;38519028.000000000000000000000000000000;
2024;VALLE;No Aplica; COMUNICACIONES Y ENERGIA;TRANSPORTE Y OBRAS PUBLICAS;Empresa Nacional Portuaria;PROYECTO DE REPARACION DEL PUENTE DE ACCESO, MUELLE Y CONSTRUCCION DE UN NUEVO PUENTE DE ACCESO ALTERNATIVO AL MUELLE DEL PUERTO DE SAN LORENZO, VALLE;85000000.000000000000000000000000000000;
2024;YORO;No Aplica; COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Transporte;Primera Etapa: Carretera Corredor Turístico: Progreso-Tela (Progreso-Desvio El Aguacate (30 km)) y Libramiento Ciudad de el Progreso.;584013750.000000000000000000000000000000;
2024;YORO;No Aplica; COMUNICACIONES Y ENERGIA;COMUNICACIONES;Comisión Nacional de Telecomunicaciones;Fortalecimiento Institucional, Ampliación y Modernización de las Capacidades Técnicas y Logísticas de CONATEL a nivel Nacional;4541816.000000000000000000000000000000;
2024;YORO;No Aplica; AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Secretaría de Agricultura y Ganadería;Generación de empleo, Proyectos de riego (equipamiento), Comercialización de granos básicos, silvicultura.;107372518.000000000000000000000000000000;
2024;YORO;No Aplica; PROMOCION Y PROTECCION HUMANA;EDUCACION;Secretaría de Gobernación, Justicia y Descentralización;Construcción y Reconstrucción de Centros Escolares a nivel nacional;68715365.000000000000000000000000000000;
2024;YORO;No Aplica; PROMOCION Y PROTECCION HUMANA;EDUCACION;Secretaría de Educación;MEJORAMIENTO DE LA CALIDAD EN LA EDUCACIÓN PREBÁSICA EN HONDURAS;58420745.000000000000000000000000000000;
2024;YORO;No Aplica; COMUNICACIONES Y ENERGIA;ENERGIA;Empresa Nacional de Energía Eléctrica;APOYO AL PROGRAMA NACIONAL DE TRANSMISIÓN DE ENERGÍA ELÉCTRICA;93266599.000000000000000000000000000000;
2024;YORO;No Aplica; COMUNICACIONES Y ENERGIA;ENERGIA;Empresa Nacional de Energía Eléctrica;LÍNEA DE TRANSMISIÓN NEGRITO (NEG) - YORO (YOR) -ARENALES (ARE);563195430.000000000000000000000000000000;
2024;YORO;No Aplica; FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;Instituto de la Propiedad;Construcción de Edificio Regional en Yoro, departamento de Yoro;17500000.000000000000000000000000000000;
2024;YORO;No Aplica; FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;Servicio de Administración de Rentas;Fortalecimiento Institucional y Operativo de la Administración Tributaria;189132.000000000000000000000000000000;
2024;YORO;No Aplica; FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;Registro Nacional de las Personas;Proyecto de Documento de Identificación Nacional para Menores;39118699.000000000000000000000000000000;
2024;YORO;No Aplica; FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;Instituto Nacional de Estadísticas;PROGRAMA DE APOYO AL CENSO DE POBLACIÓN Y VIVIENDA Y FORTALECIMIENTO DEL SISTEMA ESTADÍSTICO NACIONAL;61892827.000000000000000000000000000000;
2024;YORO;No Aplica; PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Programa de la Red Solidaria;FINANCIAMIENTO ADICIONAL AL PROYECTO DE INTEGRACIÓN DE LA PROTECCIÓN SOCIAL;73965000.000000000000000000000000000000;
2024;YORO;No Aplica; PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Programa de la Red Solidaria;PROGRAMA DE PROTECCIÓN SOCIAL (TRANSFERENCIAS MONETARIAS CONDICIONADAS) ;52941589.000000000000000000000000000000;
2024;YORO;No Aplica; AGROFORESTAL Y TURISMO;RECURSOS FORESTAL Y AMBIENTE;Programa de la Red Solidaria;MANEJO SOSTENIBLE DE BOSQUES;790189.000000000000000000000000000000;
2024;YORO;No Aplica; PROMOCION Y PROTECCION HUMANA;SALUD;Secretaría de Salud;PROYECTO DE RESPUESTA A EMERGENCIA HONDURAS COVID-19;3225120.000000000000000000000000000000;
2024;YORO;No Aplica; PROMOCION Y PROTECCION HUMANA;SALUD;Secretaría de Salud;PROYECTO DE SERVICIOS ESENCIALES DE SALUD Y PREPARACIÓN ANTE EMERGENCIA;13550250.000000000000000000000000000000;
2024;YORO;No Aplica; AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Secretaría de Agricultura y Ganadería;Proyecto de inclusión económica y social de pequeños productores rurales en la región noreste de Honduras (PROINORTE);7672637.000000000000000000000000000000;
2024;YORO;No Aplica; AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Banco Nacional de Desarrollo Agrícola;Programa de Crédito para la Agroindustria y Cajas Rurales;38519028.000000000000000000000000000000;
2024;YORO;No Aplica; COMUNICACIONES Y ENERGIA;TRANSPORTE Y OBRAS PUBLICAS;Fondo Hondureño de Inversión Social;Proyecto Recuperación de Emergencia a Causa de Ciclones Tropicales Eta e Iota en Honduras.;30501907.000000000000000000000000000000;
2025;Atlántida;NA;AGROFORESTAL Y TURISMO;RECURSOS FORESTAL Y AMBIENTE;Instituto Nacional de Conservación y Desarrollo Forestal;Fortalecimiento del Sistema Nacional de Áreas Protegida de Honduras, SINAPH  (LIFEWEB);19431412.000000000000000000000000000000;
2025;Atlántida;NA;AGROFORESTAL Y TURISMO;SEGURIDAD ALIMENTARIA;Secretaría de Agricultura y Ganadería;Proyecto de inclusión económica y social de pequeños productores rurales en la región noreste de Honduras (PROINORTE);4393681.941809622000000000000000000000;
2025;Atlántida;NA;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Transporte;Programa Carreteras Resilientes de Honduras (PCR-HN);583357184.850000000000000000000000000000;
2025;Atlántida;NA;FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;Dirección de Gestión por Resultados;Proyecto Transformación Digital para una Mayor Competitividad;7459400.000000000000000000000000000000;
2025;Atlántida;NA;FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;Instituto Nacional de Estadísticas;Programa de Apoyo al Censo de Población y Vivienda y Fortalecimiento del Sistema Estadístico Nacional  ;19568101.330000000000000000000000000000;
2025;Atlántida;NA;PROMOCION Y PROTECCION HUMANA;AGUA Y SANEAMIENTO;Fondo Hondureño de Inversión Social;Programa de Infraestructura para la Seguridad Ciudadana;7106774.000000000000000000000000000000;
2025;Atlántida;NA;PROMOCION Y PROTECCION HUMANA;EDUCACION;Fondo Hondureño de Inversión Social;PROGRAMA DE MEJORAMIENTO INTEGRAL DE LA INFRAESTRUCTURA Y FORMACION EDUCATIVA EN HONDURAS;16253189.182500000000000000000000000000;
2025;Atlántida;NA;PROMOCION Y PROTECCION HUMANA;EDUCACION;Secretaría de Educación;Mejoramiento de la Calidad en la Educación Prebásica en Honduras;2931841.000000000000000000000000000000;
2025;Atlántida;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Dirección Nacional del Programa Ciudad Mujer;SERVICIOS DE DESARROLLO EMPRESARIAL Y UN ENTORNO FAVORABLE PARA LAS EMPRESARIAS DE HONDURAS;820583.000000000000000000000000000000;
2025;Atlántida;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Programa de la Red Solidaria;FINANCIAMIENTO ADICIONAL AL PROYECTO DE INTEGRACIÓN DE LA PROTECCIÓN SOCIAL;1121580.000000000000000000000000000000;
2025;Atlántida;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Programa de la Red Solidaria;Programa Bono De Alivio A Familias Vulnerables Afectadas Por Fenomenos Naturales Producto Del Cambio Climatico/ 2282;82922624.000000000000000000000000000000;
2025;Atlántida;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Programa de la Red Solidaria;PROGRAMA DE DESARROLLO INFANTIL TEMPRANO EN LAS COMUNIDADES DE ATLANTIDA;30148131.000000000000000000000000000000;
2025;Atlántida;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Programa de la Red Solidaria;PROYECTO DE APOYO A POBLACIONES VULNERABLES AFECTADAS POR CORONAVIRUS;506520.000000000000000000000000000000;
2025;Atlántida;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Registro Nacional de las Personas;Fortalecimiento del Ecosistema Nacion al de Registro Civil e Identificación de Honduras;20607878.000000000000000000000000000000;
2025;Atlántida;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Secretaría de Trabajo y Seguridad Social;Programa de Apoyo para la Inserción Laboral en Honduras;606401.100000000000000000000000000000;
2025;Atlántida;NA;PROMOCION Y PROTECCION HUMANA;SALUD;Secretaría de Salud;Honduras - Iniciativa Regional de Eliminación de la Malaria (IREM en Mesoamérica y República Dominicana);2637376.792392302000000000000000000000;
2025;Atlántida;NA;PROMOCION Y PROTECCION HUMANA;SALUD;Secretaría de Salud;Proyecto de Servicios Esenciales de Salud y Preparación ante emergencias;2586898.393572839000000000000000000000;
2025;Choluteca;NA;AGROFORESTAL Y TURISMO;RECURSOS FORESTAL Y AMBIENTE;Secretaría de Recursos Naturales y Ambiente;Programa de Restauración de Bosques Resilientes al Clima y Silvicultura para la Sostenibilidad de los Servicios Ecosistémicos Relacionados con el Agua.;7771570.967213118000000000000000000000;
2025;Choluteca;NA;AGROFORESTAL Y TURISMO;SEGURIDAD ALIMENTARIA;Secretaría de Agricultura y Ganadería;Integrando la Innovación para la Competitividad Rural (COMRURAL II) Tipo de proyecto: Inversión Pública;79004324.231458500000000000000000000000;
2025;Choluteca;NA;AGROFORESTAL Y TURISMO;SEGURIDAD ALIMENTARIA;Secretaría de Agricultura y Ganadería;Integrando la Innovación para la Competitividad Rural (COMRURAL III) ;7698276.924529490000000000000000000000;
2025;Choluteca;NA;COMUNICACIONES Y ENERGIA;TRANSPORTE Y OBRAS PUBLICAS;Fondo Hondureño de Inversión Social;Proyecto Recuperación de Emergencia a Causa de Ciclones Tropicales Eta e Iota en Honduras.;22602147.730000000000000000000000000000;
2025;Choluteca;NA;FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;Dirección de Gestión por Resultados;Proyecto Transformación Digital para una Mayor Competitividad;11721917.000000000000000000000000000000;
2025;Choluteca;NA;FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;Instituto Nacional de Estadísticas;Programa de Apoyo al Censo de Población y Vivienda y Fortalecimiento del Sistema Estadístico Nacional  ;19629373.320000000000000000000000000000;
2025;Choluteca;NA;PROMOCION Y PROTECCION HUMANA;AGUA Y SANEAMIENTO;Secretaría de Agricultura y Ganadería;PROYECTO DE SEGURIDAD HIDRICA EN EL CORREDOR SECO DE HONDURAS;3098325.990899330000000000000000000000;
2025;Choluteca;NA;PROMOCION Y PROTECCION HUMANA;AGUA Y SANEAMIENTO;Secretaría de Desarrollo Comunitario, Agua y Saneamiento;Programa de Agua y Saneamiento en Honduras;518377.130008140000000000000000000000;
2025;Choluteca;NA;PROMOCION Y PROTECCION HUMANA;ARTES Y CULTURA ;Instituto Hondureño de Antropología e Historia;Fortalecimiento Integral del Instituto Hondureño de Antropología e Historia, para la restauración, rehabilitación, acceso inclusivo e investigación en sitios arqueológicos, museos, archivos históricos e inmuebles de patrimonio en 9 departamentos del país.;3248768.724219480000000000000000000000;
2025;Choluteca;NA;PROMOCION Y PROTECCION HUMANA;EDUCACION;Secretaría de Educación;Mejoramiento de la Calidad en la Educación Prebásica en Honduras;2674823.000000000000000000000000000000;
2025;Choluteca;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Dirección Nacional del Programa Ciudad Mujer;SERVICIOS DE DESARROLLO EMPRESARIAL Y UN ENTORNO FAVORABLE PARA LAS EMPRESARIAS DE HONDURAS;820583.000000000000000000000000000000;
2025;Choluteca;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Programa de la Red Solidaria;APOYO AL SISTEMA INTEGRAL DE PROTECCIÓN SOCIAL 5008/BL-HO;2145000.000000000000000000000000000000;
2025;Choluteca;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Programa de la Red Solidaria;PROYECTO DE APOYO A POBLACIONES VULNERABLES AFECTADAS POR CORONAVIRUS;675360.000000000000000000000000000000;
2025;Choluteca;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Registro Nacional de las Personas;Fortalecimiento del Ecosistema Nacion al de Registro Civil e Identificación de Honduras;20672406.000000000000000000000000000000;
2025;Choluteca;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Secretaría de Agricultura y Ganadería;Fortalecimiento del Abastecimiento de Agua Urbana;10119198.240710901000000000000000000000;
2025;Choluteca;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Secretaría de Trabajo y Seguridad Social;Programa de Apoyo para la Inserción Laboral en Honduras;4947466.860000000000000000000000000000;
2025;Choluteca;NA;PROMOCION Y PROTECCION HUMANA;SALUD;Secretaría de Salud;Honduras - Iniciativa Regional de Eliminación de la Malaria (IREM en Mesoamérica y República Dominicana);2409984.357174772000000000000000000000;
2025;Choluteca;NA;PROMOCION Y PROTECCION HUMANA;SALUD;Secretaría de Salud;Programa de Diseño, Construcción y Equipamiento del nuevo Hospital en las ciudades de Choluteca y Tocoa como apoyo a la Red Hospitalaria de la República de Honduras;460498101.256477000000000000000000000000;
2025;Choluteca;NA;PROMOCION Y PROTECCION HUMANA;SALUD;Secretaría de Salud;Proyecto de Servicios Esenciales de Salud y Preparación ante emergencias;2586898.393572839000000000000000000000;
2025;Colón;NA;AGROFORESTAL Y TURISMO;RECURSOS FORESTAL Y AMBIENTE;Instituto Nacional de Conservación y Desarrollo Forestal;Fortalecimiento del Sistema Nacional de Áreas Protegida de Honduras, SINAPH  (LIFEWEB);19431412.000000000000000000000000000000;
2025;Colón;NA;AGROFORESTAL Y TURISMO;SEGURIDAD ALIMENTARIA;Secretaría de Agricultura y Ganadería;Proyecto de inclusión económica y social de pequeños productores rurales en la región noreste de Honduras (PROINORTE);81488353.862610772000000000000000000000;
2025;Colón;NA;COMUNICACIONES Y ENERGIA;TRANSPORTE Y OBRAS PUBLICAS;Fondo Hondureño de Inversión Social;Proyecto Recuperación de Emergencia a Causa de Ciclones Tropicales Eta e Iota en Honduras.;60293570.900000000000000000000000000000;
2025;Colón;NA;FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;Dirección de Gestión por Resultados;Proyecto Transformación Digital para una Mayor Competitividad;4351315.000000000000000000000000000000;
2025;Colón;NA;FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;Instituto Nacional de Estadísticas;Programa de Apoyo al Censo de Población y Vivienda y Fortalecimiento del Sistema Estadístico Nacional  ;13901743.430000000000000000000000000000;
2025;Colón;NA;PROMOCION Y PROTECCION HUMANA;AGUA Y SANEAMIENTO;Secretaría de Desarrollo Comunitario, Agua y Saneamiento;Programa de Agua y Saneamiento en Honduras;4196860.994873600000000000000000000000;
2025;Colón;NA;PROMOCION Y PROTECCION HUMANA;ARTES Y CULTURA ;Instituto Hondureño de Antropología e Historia;Fortalecimiento Integral del Instituto Hondureño de Antropología e Historia, para la restauración, rehabilitación, acceso inclusivo e investigación en sitios arqueológicos, museos, archivos históricos e inmuebles de patrimonio en 9 departamentos del país.;2548446.537683943000000000000000000000;
2025;Colón;NA;PROMOCION Y PROTECCION HUMANA;DEPORTES;Comisión Nacional de Deportes, Educación Física y Recreación;Construcción de 2 complejos deportivos ;224500000.000000000000000000000000000000;
2025;Colón;NA;PROMOCION Y PROTECCION HUMANA;EDUCACION;Secretaría de Educación;Mejoramiento de la Calidad en la Educación Prebásica en Honduras;2674823.000000000000000000000000000000;
2025;Colón;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Programa de la Red Solidaria;FINANCIAMIENTO ADICIONAL AL PROYECTO DE INTEGRACIÓN DE LA PROTECCIÓN SOCIAL;3891360.000000000000000000000000000000;
2025;Colón;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Programa de la Red Solidaria;Programa Bono De Alivio A Familias Vulnerables Afectadas Por Fenomenos Naturales Producto Del Cambio Climatico/ 2282;58910623.000000000000000000000000000000;
2025;Colón;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Programa de la Red Solidaria;PROYECTO DE APOYO A POBLACIONES VULNERABLES AFECTADAS POR CORONAVIRUS;1358760.000000000000000000000000000000;
2025;Colón;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Registro Nacional de las Personas;Fortalecimiento del Ecosistema Nacion al de Registro Civil e Identificación de Honduras;14640430.000000000000000000000000000000;
2025;Colón;NA;PROMOCION Y PROTECCION HUMANA;SALUD;Secretaría de Salud;Honduras - Iniciativa Regional de Eliminación de la Malaria (IREM en Mesoamérica y República Dominicana);2664686.941675417000000000000000000000;
2025;Colón;NA;PROMOCION Y PROTECCION HUMANA;SALUD;Secretaría de Salud;Programa de Diseño, Construcción y Equipamiento del nuevo Hospital en las ciudades de Choluteca y Tocoa como apoyo a la Red Hospitalaria de la República de Honduras;982664193.569227000000000000000000000000;
2025;Colón;NA;PROMOCION Y PROTECCION HUMANA;SALUD;Secretaría de Salud;Proyecto de Servicios Esenciales de Salud y Preparación ante emergencias;2586898.393572839000000000000000000000;
2025;Comayagua;NA;AGROFORESTAL Y TURISMO;RECURSOS FORESTAL Y AMBIENTE;Secretaría de Recursos Naturales y Ambiente;Programa de Restauración de Bosques Resilientes al Clima y Silvicultura para la Sostenibilidad de los Servicios Ecosistémicos Relacionados con el Agua.;49219949.459016414000000000000000000000;
2025;Comayagua;NA;AGROFORESTAL Y TURISMO;SEGURIDAD ALIMENTARIA;Secretaría de Agricultura y Ganadería;Integrando la Innovación para la Competitividad Rural (COMRURAL II) Tipo de proyecto: Inversión Pública;67957613.027201600000000000000000000000;
2025;Comayagua;NA;AGROFORESTAL Y TURISMO;SEGURIDAD ALIMENTARIA;Secretaría de Agricultura y Ganadería;Integrando la Innovación para la Competitividad Rural (COMRURAL III) ;4555980.252607910000000000000000000000;
2025;Comayagua;NA;AGROFORESTAL Y TURISMO;SEGURIDAD ALIMENTARIA;Secretaría de Agricultura y Ganadería;PROYECTO DE DESAROLLO AGRICOLA BAJO RIEGO (PDABR);160112426.151648594000000000000000000000;
2025;Comayagua;NA;COMUNICACIONES Y ENERGIA;ENERGIA;Empresa Nacional de Energía Eléctrica;Apoyo al Programa de Transmisión  de Energía Eléctrica ;7800000.000000000000000000000000000000;
2025;Comayagua;NA;FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;Dirección de Gestión por Resultados;Proyecto Transformación Digital para una Mayor Competitividad;9324251.000000000000000000000000000000;
2025;Comayagua;NA;FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;Instituto Nacional de Estadísticas;Programa de Apoyo al Censo de Población y Vivienda y Fortalecimiento del Sistema Estadístico Nacional  ;22134437.650000000000000000000000000000;
2025;Comayagua;NA;PROMOCION Y PROTECCION HUMANA;AGUA Y SANEAMIENTO;Fondo Hondureño de Inversión Social;Programa de Infraestructura para la Seguridad Ciudadana;9318100.000000000000000000000000000000;
2025;Comayagua;NA;PROMOCION Y PROTECCION HUMANA;AGUA Y SANEAMIENTO;Secretaría de Desarrollo Comunitario, Agua y Saneamiento;Programa de Agua y Saneamiento en Honduras;4535799.887571230000000000000000000000;
2025;Comayagua;NA;PROMOCION Y PROTECCION HUMANA;ARTES Y CULTURA ;Instituto Hondureño de Antropología e Historia;Fortalecimiento Integral del Instituto Hondureño de Antropología e Historia, para la restauración, rehabilitación, acceso inclusivo e investigación en sitios arqueológicos, museos, archivos históricos e inmuebles de patrimonio en 9 departamentos del país.;3023228.635591770000000000000000000000;
2025;Comayagua;NA;PROMOCION Y PROTECCION HUMANA;EDUCACION;Secretaría de Educación;Mejoramiento de la Calidad en la Educación Prebásica en Honduras;9987353.000000000000000000000000000000;
2025;Comayagua;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Programa de la Red Solidaria;FINANCIAMIENTO ADICIONAL AL PROYECTO DE INTEGRACIÓN DE LA PROTECCIÓN SOCIAL;19991460.000000000000000000000000000000;
2025;Comayagua;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Registro Nacional de las Personas;Fortalecimiento del Ecosistema Nacion al de Registro Civil e Identificación de Honduras;23310578.000000000000000000000000000000;
2025;Comayagua;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Secretaría de Agricultura y Ganadería;Fortalecimiento del Abastecimiento de Agua Urbana;54511052.650894493000000000000000000000;
2025;Comayagua;NA;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Secretaría de Trabajo y Seguridad Social;Programa de Apoyo para la Inserción Laboral en Honduras;530193.600000000000000000000000000000;
2025;Comayagua;NA;PROMOCION Y PROTECCION HUMANA;SALUD;Secretaría de Salud;Honduras - Iniciativa Regional de Eliminación de la Malaria (IREM en Mesoamérica y República Dominicana);1291460.037149058000000000000000000000;
2025;Comayagua;NA;PROMOCION Y PROTECCION HUMANA;SALUD;Secretaría de Salud;Proyecto de Servicios Esenciales de Salud y Preparación ante emergencias;5207552.647853879000000000000000000000;
2025;Comayagua;NA;PROMOCION Y PROTECCION HUMANA;SALUD;Secretaría de Salud;Respuesta inmediata de salud pública para contener y controlar el coronavirus (COVID-19) y mitigar su efecto en la prestación de servicios en Honduras (RISP-HO-2);1225851.015177760000000000000000000000;
2025;Copán;NA;AGROFORESTAL Y TURISMO;SEGURIDAD ALIMENTARIA;Fondo Hondureño de Inversión Social;PROYECTO CONVIVENCIA Y ESPACIOS SEGUROS PARA LOS JÓVENES EN HONDURAS;14105280.550000000000000000000000000000;
2025;Copán;NA;AGROFORESTAL Y TURISMO;SEGURIDAD ALIMENTARIA;Secretaría de Agricultura y Ganadería;Integrando la Innovación para la Competitividad Rural (COMRURAL II) Tipo de proyecto: Inversión Pública;103314761.692900700000000000000000000000;
2025;Copán;NA;AGROFORESTAL Y TURISMO;SEGURIDAD ALIMENTARIA;Secretaría de Agricultura y Ganadería;Integrando la Innovación para la Competitividad Rural (COMRURAL III) ;11547415.386794200000000000000000000000;
2025;Copán;NA;AGROFORESTAL Y TURISMO;SEGURIDAD ALIMENTARIA;Secretaría de Agricultura y Ganadería;PROYECTO INTEGRAL DE DESARROLLO RURAL Y PRODUCTIVIDAD;37999712.977856290000000000000000000000;
2025;Copán;NA;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Transporte;Programa Carreteras Resilientes de Honduras (PCR-HN);14986116.000000000000000000000000000000;
2025;Copán;NA;COMUNICACIONES Y ENERGIA;TRANSPORTE Y OBRAS PUBLICAS;Fondo Hondureño de Inversión Social;Actividad Piloto de Infraestructura en El Occidente de Honduras;54886180.000000000000000000000000000000;
